Category ID,Category Path,Standard Fee Rate,Basic Fee Rate,Premium Fee Rate,Anchor Fee Rate
183836,Business & Industrial > Facility Maintenance & Safety > Access Control Equipment > Locksmith Equipment > Other Locksmith Equipment,10%,9.15%,9.15%,9.15%
11906,Business & Industrial > Facility Maintenance & Safety > Access Control Equipment > Safes,10%,9.15%,9.15%,9.15%
183837,Business & Industrial > Facility Maintenance & Safety > Access Control Equipment > Other Access Control Equipment,10%,9.15%,9.15%,9.15%
66915,Business & Industrial > Facility Maintenance & Safety > Facility Lighting > Lighting Ballasts & Starters,10%,9.15%,9.15%,9.15%
65474,"Business & Industrial > Facility Maintenance & Safety > Facility Lighting > Bench, Machine & Work Lights",10%,9.15%,9.15%,9.15%
42883,Business & Industrial > Facility Maintenance & Safety > Facility Lighting > Light Bulbs & Lamps,10%,9.15%,9.15%,9.15%
26219,Business & Industrial > Facility Maintenance & Safety > Facility Lighting > Industrial Lighting Fixtures,10%,9.15%,9.15%,9.15%
42884,Business & Industrial > Facility Maintenance & Safety > Facility Lighting > Other Facility Lighting,10%,9.15%,9.15%,9.15%
109462,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Air Fresheners,10%,9.15%,9.15%,9.15%
66966,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Bathroom Dispensers > Soap Dispensers,10%,9.15%,9.15%,9.15%
159695,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Bathroom Dispensers > Paper Towel Dispensers,10%,9.15%,9.15%,9.15%
109789,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Bathroom Dispensers > Toilet Paper Dispensers,10%,9.15%,9.15%,9.15%
183840,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Bathroom Dispensers > Other Bathroom Dispensers,10%,9.15%,9.15%,9.15%
66965,Business & Industrial > Facility Maintenance & Safety > Facility Bathroom & Refuse > Garbage & Smoking Receptacles,10%,9.15%,9.15%,9.15%
183842,Business & Industrial > Facility Maintenance & Safety > Facility Safety Equipment > Eyewash Stations,10%,9.15%,9.15%,9.15%
183843,Business & Industrial > Facility Maintenance & Safety > Facility Safety Equipment > Anti-Fatigue Flooring & Mats,10%,9.15%,9.15%,9.15%
183844,Business & Industrial > Facility Maintenance & Safety > Facility Safety Equipment > Anti-Slip Flooring & Mats,10%,9.15%,9.15%,9.15%
183845,Business & Industrial > Facility Maintenance & Safety > Facility Safety Equipment > Other Facility Safety Equip,10%,9.15%,9.15%,9.15%
57018,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Fire Alarms,10%,9.15%,9.15%,9.15%
57019,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Fire Extinguishers,10%,9.15%,9.15%,9.15%
57020,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Fire Hoses,10%,9.15%,9.15%,9.15%
57022,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Fire Sprinkler Heads,10%,9.15%,9.15%,9.15%
183847,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Heat Detectors,10%,9.15%,9.15%,9.15%
57021,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Smoke Detectors,10%,9.15%,9.15%,9.15%
11899,Business & Industrial > Facility Maintenance & Safety > Fire Protection Equipment > Other Fire Protection Equip,10%,9.15%,9.15%,9.15%
183849,Business & Industrial > Facility Maintenance & Safety > Lockout/Tagout (LOTO) Supplies > Lockout/Tagout (LOTO) Tags,10%,9.15%,9.15%,9.15%
183850,Business & Industrial > Facility Maintenance & Safety > Lockout/Tagout (LOTO) Supplies > Lockout/Tagout (LOTO) Covers,10%,9.15%,9.15%,9.15%
183851,Business & Industrial > Facility Maintenance & Safety > Lockout/Tagout (LOTO) Supplies > Lockout/Tagout Centers & Kits,10%,9.15%,9.15%,9.15%
183852,Business & Industrial > Facility Maintenance & Safety > Lockout/Tagout (LOTO) Supplies > Other Lockout/Tagout (LOTO),10%,9.15%,9.15%,9.15%
183854,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Firefighting Tools,10%,9.15%,9.15%,9.15%
159699,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Firetruck Accessories,10%,9.15%,9.15%,9.15%
159698,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Rescue Air Supplies,10%,9.15%,9.15%,9.15%
109509,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Decals & Patches,10%,9.15%,9.15%,9.15%
183856,"Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police, Security & Fire Badges",10%,9.15%,9.15%,9.15%
159701,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police & Security Bags & Packs,10%,9.15%,9.15%,9.15%
109512,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police & Security Belts,10%,9.15%,9.15%,9.15%
109514,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police & Security Handcuffs,10%,9.15%,9.15%,9.15%
109515,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police & Security Holsters,10%,9.15%,9.15%,9.15%
109513,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Police & Turnout Gloves,10%,9.15%,9.15%,9.15%
183859,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Turnout Coats,10%,9.15%,9.15%,9.15%
183860,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Turnout Hats & Helmets,10%,9.15%,9.15%,9.15%
183861,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Turnout Pants,10%,9.15%,9.15%,9.15%
183862,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Turnout Shoes & Boots,10%,9.15%,9.15%,9.15%
53294,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Police & Turnout Gear > Other Police & Turnout Gear,10%,9.15%,9.15%,9.15%
183864,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Public Safety Training Equip > Staff Training Books & Manuals,10%,9.15%,9.15%,9.15%
183865,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Public Safety Training Equip > Staff Training Videos,10%,9.15%,9.15%,9.15%
183866,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Public Safety Training Equip > Replica Training Devices,10%,9.15%,9.15%,9.15%
183867,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Public Safety Training Equip > Other Training Materials,10%,9.15%,9.15%,9.15%
36347,Business & Industrial > Facility Maintenance & Safety > Public Safety Staff Equipment > Other Public Safety Equipment,10%,9.15%,9.15%,9.15%
53146,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Closed Circuit Cameras,10%,9.15%,9.15%,9.15%
53147,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Alarm Control Panels & Keypads,10%,9.15%,9.15%,9.15%
57016,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Motion Detectors,10%,9.15%,9.15%,9.15%
53148,"Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Sirens, Bells & Alarm Speakers",10%,9.15%,9.15%,9.15%
67015,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Alarm System Kits,10%,9.15%,9.15%,9.15%
53145,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Alarm Systems & Accessories > Other Alarm Parts & Accs,10%,9.15%,9.15%,9.15%
46539,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radios,10%,9.15%,9.15%,9.15%
53107,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Antennas,10%,9.15%,9.15%,9.15%
119104,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Batteries,10%,9.15%,9.15%,9.15%
183870,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Cables & Cords,10%,9.15%,9.15%,9.15%
183871,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Fuses,10%,9.15%,9.15%,9.15%
109465,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Cases,10%,9.15%,9.15%,9.15%
119107,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Chargers,10%,9.15%,9.15%,9.15%
109466,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Radio Clips & Holsters,10%,9.15%,9.15%,9.15%
109467,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Headsets & Earpieces,10%,9.15%,9.15%,9.15%
119110,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Two-Way Speakers & Microphones,10%,9.15%,9.15%,9.15%
183872,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Two-Way Radio Parts & Accs > Other Two-Way Radio Accs,10%,9.15%,9.15%,9.15%
66971,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Commercial Pagers,10%,9.15%,9.15%,9.15%
183874,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Portable & Worksite Radios,10%,9.15%,9.15%,9.15%
183875,Business & Industrial > Facility Maintenance & Safety > Surveillance & Alarm Equipment > Other Facility Surveillance,10%,9.15%,9.15%,9.15%
109674,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Work Boots & Shoes,10%,9.15%,9.15%,9.15%
53151,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Protective Suits & Coveralls,10%,9.15%,9.15%,9.15%
67019,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Safety Glasses & Goggles,10%,9.15%,9.15%,9.15%
67023,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Work Gloves,10%,9.15%,9.15%,9.15%
53152,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Ear Plugs & Ear Muffs > Ear Plugs,10%,9.15%,9.15%,9.15%
183877,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Ear Plugs & Ear Muffs > Ear Muffs,10%,9.15%,9.15%,9.15%
183878,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Ear Plugs & Ear Muffs > Ear Plug Dispensers,10%,9.15%,9.15%,9.15%
183881,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Hard Hats & Face Shields > Hard Hats & Bump Caps,10%,9.15%,9.15%,9.15%
183882,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Hard Hats & Face Shields > Hat Liners,10%,9.15%,9.15%,9.15%
183883,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Hard Hats & Face Shields > Face Shields,10%,9.15%,9.15%,9.15%
183884,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Hard Hats & Face Shields > Hat & Face Shield Parts & Accs,10%,9.15%,9.15%,9.15%
183885,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Protective Jackets,10%,9.15%,9.15%,9.15%
67025,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Masks & Respirators > Disposable Filter Masks,10%,9.15%,9.15%,9.15%
67026,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Masks & Respirators > Respirator Masks,10%,9.15%,9.15%,9.15%
11905,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Masks & Respirators > Mask Replacement Cartridges,10%,9.15%,9.15%,9.15%
67027,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Masks & Respirators > Other Masks & Respirators,10%,9.15%,9.15%,9.15%
183886,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Protective Pants,10%,9.15%,9.15%,9.15%
53153,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Safety Harnesses,10%,9.15%,9.15%,9.15%
109677,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Safety Vests,10%,9.15%,9.15%,9.15%
11900,Business & Industrial > Facility Maintenance & Safety > Personal Protective Equip/PPE > Other PPE,10%,9.15%,9.15%,9.15%
109613,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Exit Signs",10%,9.15%,9.15%,9.15%
183889,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Flagging & Barrier Tapes",10%,9.15%,9.15%,9.15%
183890,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Mounting Hardware",10%,9.15%,9.15%,9.15%
183893,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Pipe Markers",10%,9.15%,9.15%,9.15%
183894,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Safety Cones, Posts & Barriers",10%,9.15%,9.15%,9.15%
183895,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Safety Labels & Tags",10%,9.15%,9.15%,9.15%
183896,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Sign Stands",10%,9.15%,9.15%,9.15%
183897,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Sign Stencils",10%,9.15%,9.15%,9.15%
183892,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Parking Lot Signs & Stencils",10%,9.15%,9.15%,9.15%
183898,"Business & Industrial > Facility Maintenance & Safety > Traffic & Safety Signs, Lights > Safety Signs & Placards",10%,9.15%,9.15%,9.15%
